S. no,Name,Brand,Image,,Country,Sport,Gender,MRP,Sizes,Colours,Amazon Link,Price,Available sizes,Flipkart Link,Price,Available sizes,Myntra Link,Price,Available sizes,Tata Cliq Link,Price,Available sizes,NBA Store Link,Price,Available sizes,Ajio Link,Price,Available sizes,Superkicks Link,Price,Available sizes,Official Website,Price,Available sizes,Foot Type,Foot Width,Injury History,Playing Surface,Playing Style,Playing Position,Shoe Preference,Player Level,Product Analysis Note
292,Vector X Drive 2.0 Cricket Shoe,Vector X,,,India,Cricket,Men,1599,"5,6,7,8,9,10",White-Seagreen,https://www.amazon.in/Vector-DRIVE-2-0-Synthetic-Lightweight-White-Orange/dp/B0CTQ57XDZ/ref=sr_1_1?crid=1LKCRO1XNXHKE&dib=eyJ2IjoiMSJ9.sN-r2zNh-3XTUfKjyJxZt3izrGnI7_Yfl5jn4D-OZ4r2-8fhoezeTEEwN-wLOQT0iRrTcr1dWG0Pa9eMCHPv8BkYudpR3GvUT2GWN3E3pd-wr4kNJOrLgbaWrUNyduaLtvURuRlsB1mNge-80q60ZFMUkVAqlqlndmR-Bn9bfIAmWGn63HkZgQYlMUPtp2LLq5M-Tnjlo6nbIe7qSydpYBi7tR9-z57n4-ZnWlNK8viChCB30e4JFKVxHOCTL99c-9zq8EbnY55TxR2QtsAtFrAEvGGq2V7IRHPzDpc.vZo4t54tjcv247gZS-i6UkiE5fCKJ3AWS1vgVKTn0Wg&dib_tag=se&keywords=vector%2Bx%2Bdrive%2B2.0%2Bcricket%2Bshoes&nsdOptOutParam=true&qid=1749188925&sprefix=Vector%2BX%2BDrive%2B2.0%2BCricket%2BShoe%2Caps%2C224&sr=8-1&th=1&psc=1,872,"5,6,7,8,9,10",https://www.flipkart.com/vector-x-drive-2-0-fast-strap-synthetic-leather-upper-mesh-pvc-rubber-sole-cricket-shoes-men/p/itmbaf330c705cf9?pid=SHOGXZ8HRSBYMN8M&lid=LSTSHOGXZ8HRSBYMN8MDPCX9J&marketplace=FLIPKART&q=Vector%20X%20Drive%202.0%20Cricket%20Shoe&sattr[]=color&st=color,872,"5,6,7",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://vector-x.com/products/vector-x-drive-2-0-cricket-shoe?variant=44539388133573,1439,"5,6,7",Neutral ,Standard,"`Basic support,",turf,"Aggressive, active"," All-rounder, bowler, batsman", metal spikes,Beginner to Intermediate,
293,VECTOR X CKT-200 Spikes Cricket Shoes For Men ,Vector X,,,India,Cricket,Men,3099,"6,7,8,9,10,11",White-Orange,https://www.amazon.in/Vector-CKT-200-Cricket-Blue-White-Orange-Numeric_9/dp/B0C13XFC7V/ref=sr_1_3_sspa?crid=2FE8L24X57WUL&dib=eyJ2IjoiMSJ9.0PBbWu29z7NRl7ZuOXZY8Kz5M0KIw7QggEPXMGdQJRuMCjFjHmLK2BaY_nDHE3q6htOTMLgp-fR0uWA3mFrjVUVFjZMcRSFlz838wGC11sZ4HFmHlcXdx2EkTrgO1V1lj-YxWInvfOK14yCwUkzTOHoU0RSIoTUbikPrZmrLNgo6w8fJGKYlxWhxVAjfd4UkHcWFCs4uBw6zFSGhM1l38CceFJy9uhC_zO_OwqMiVuojajoERs5kgrIubF7fCj4VUB-IfSoHCQVQfXoISYeBDhxdBhGU95rsk1lllMYbM.c50f0QxKfMNF8Yl7LW7Q6Wa6Ph22FhifQKoPa80NEmk&dib_tag=se&keywords=VECTOR+X+CKT-200+Spikes+Cricket+Shoes+For+Men+%28White%2C+Orange%29&nsdOptOutParam=true&qid=1749189484&sprefix=vector+x+ckt-200+spikes+cricket+shoes+for+men+white%2C+orange+%2Caps%2C295&sr=8-3-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1,2205,9,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://vector-x.com/products/vector-x-ckt-200-spikes-cricket-shoes-for-men-white-orange,2789,"6.10,11",Neutral ,Medium width,Offers improved , hard grounds,Lightweight,"High-cut design offers ankle support,",seeking full spike,Best suited for beginner,
294,"VECTOR X Target Pro Cricket Shoes For Men (White, Blue)",Vector X,,,India,Cricket,Men,1650,"4,5,6,7,8,9,10,11","White, Blue",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://vector-x.com/products/vector-x-target-pro-cricket-shoes-for-men-white-blue,1485,"5,6",Neutral ,Medium width,Provides improved,hard grounds,Lightweight ,"High-cut design offers ankle support,", Ideal for players ,intermediate players; ,
295,"VECTOR X CKT-200 Rubber Cricket Shoes For Men (White, Orange)",Vector X,,,India,Cricket,Men,1899,"4,5,6,7,8,9,10,11","White, Blue ,orange",https://www.amazon.in/Vector-CKT-200-Cricket-White-Blue-Orange-Numeric_7/dp/B0BZ8FT4CT,1572,7,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://vector-x.com/products/vector-x-ckt-200-cricket-shoes-for-men-white-orange,1709,"4,5,6,11",Neutral ,Medium width,Provides improved , hard grounds,Lightweight ,"High-cut design offers ankle support,",Ideal for players,Best suited for beginner,
296,VECTOR X Striker Pro Cricket Shoes For Men (Multicolor),Vector X,,,India,Cricket,Men,1725,"5,6,7,8,9,10,11",White Blue,https://www.amazon.in/Vector-Striker-Cricket-Sockliner-White-Blue-Red/dp/B0CDLC5VL2,1200,9,https://www.flipkart.com/vector-x-striker-pro-cricket-shoes-men/p/itm798eff1609a79,1249,"6,7,10",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://vector-x.com/products/vector-x-striker-pro-cricket-shoes-for-men-multicolor,1553,7,Neutral arch support,Regular fit,Basic padding; ,Hard ground,all-rounders,"Batter, bowler, fielder",Rubber-stud outsole,Beginner to intermediate,
297,VECTOR X Blaster Cricket Shoes For Men,Vector X,,,India,Cricket,Men,949,"2,3,4,5,6,7,8,9,10",White-Green,https://www.amazon.in/Vector-Blaster-Cricket-Walking-Casual-Lace-up/dp/B085DJYK82?th=1,646.57,"2,3,4,5,6,7,8,9,10",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://vector-x.com/products/vector-x-blaster2020-cricket-shoes-for-men-blue-green,854,"2,3,4,5,6,7,8,10",Neutral ,Standard,Minimal support,"Hard ground,",Basic,"Batsman, bowler, fielder",Rubber studs ,Beginner,
298,VECTOR X Blaster Cricket Shoes For Men,Vector X,,,India,Cricket,Men,949,"2,3,4,5,6,7,8,9,10",White Orange,https://www.amazon.in/Vector-Blaster-Cricket-Walking-Casual-Lace-up/dp/B085DSTG9S?th=1&psc=1,704,"2,3,4,5,6,7,8,9,10",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://vector-x.com/products/vector-x-blaster2020-cricket-shoes-for-men-blue-green?variant=44539386527941,854,"2,3,4,5,6,7,8,10",Neutral ,Standard,Minimal support,"matting, dry turf",Basic all-round play,"Batsman, bowler, fielder",Rubber studs,Beginner,
299,VECTOR X Striker Cricket Shoes For Men,Vector X,,,India,Cricket,Men,2299,"5,6,7,8,9,10",Black-Gold,https://www.amazon.in/Vector-Striker-Cricket-Shoe-Men/dp/B0BQF66DDQ?th=1,643,"6,7,8,9,10",https://www.flipkart.com/vector-x-striker-cricket-shoes-men/p/itm248fea38f366a,794,"5,6,7,8,9",https://www.myntra.com/sports-shoes/vectorx/vector-x-unisex-striker-fixed-cleats-cricket-shoes/24150730/buy,965,"5,6,7,8,9",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://vector-x.com/products/vector-x-striker-cricket-shoes-for-men-white,2069,"5,6,7,8,10",Neutral ,Medium/Standard,Basic cushioning ,"dry turf, matting","Agile, all-round movements","Batsman, bowler, fielder",Rubber-,Beginner to intermediate,
300,VECTOR X Striker Cricket Shoes For Men,Vector X,,,India,Cricket,Men,2299,"5,6,7,8,9,10",White-Seagreen,https://www.amazon.in/Vector-Striker-Cricket-Shoe-Men/dp/B0BPGR98VP?th=1,812,"5,6,7,8,9,10",https://www.flipkart.com/vector-x-striker-synthetic-leather-upper-mesh-pvc-rubber-sole-allrounder-cricket-shoes-men/p/itmb6bb503263987?pid=SHOGMWDZCPNXEJUE&lid=LSTSHOGMWDZCPNXEJUEA87ITM&marketplace=FLIPKART&sattr[]=color&st=color,794,"5,7,8,10",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://vector-x.com/products/vector-x-striker-cricket-shoes-for-men-white?variant=44539386134725,2069,"5,6,7,8,10",Neutral ,Medium/Standard,Basic cushioning ,"dry turf, matting","Agile, all-round movements","Batsman, bowler, fielder",Rubber-stud outsole ,Beginner to intermediate,
301,Adult Cricket Shoe CS 100 Comfortable & Grippy,Tarmak,,,India,Cricket,Men,2299,"5.5,6.5,7,8,8.5,9.5,10.5,11,12",Blue,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.decathlon.in/p/8734677/adult-cricket-shoe-cs-100-comfortable-grippy?id=8734677&type=p,1499,"6.5,7,8,9.5,10.5,11",Neutral ,Standard,Basic support,"Hard ground, dry turf",All-round,"Batting, bowling, fielding",lightweight,Beginner to intermediate,
302,Adult Cricket Shoe CS 100 Comfortable & Grippy,Tarmak,,,India,Cricket,men,2299,"5.5,6.5,7,8,8.5,9.5,10.5,11,12",White,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.decathlon.in/p/8648727/adult-cricket-shoe-cs-100-lightweight-comfortable?id=8648727&type=p,1499,"6.5,7,8,8.5,9.5,10.5,11,12",Neutral ,Standard,Basic support,"Hard ground, dry turf",All-round,"Batting, bowling, fielding", lightweight,Beginner to intermediate,
303,Adult Cricket Shoe CS 500 Shock Absorbing & Grippy White Lime,Tarmak,,,India,Cricket,Men,3499,"5.5,6.5,7,8,8.5,9.5,10.5,11,12",White Lime,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.decathlon.in/p/8648729/adult-cricket-shoe-cs-500-shock-absorbing-grippy-white-lime,2299,"5.5,6.5,7,8,8.5,9.5,10.5,11,12",Neutral ,Standard fit,Good cushioning , Hard ground,Lightweight & flexible,Suitable for batting,EVA midsole,Beginner to intermediate,
304,Adult Cricket Shoe CS 500 Shock Absorbing & Grippy Blue Orange,Tarmak,,,India,Cricket,Men,3499,"5.5,6.5,7,8,8.5,9.5,10.5,11,12",Blue Orange,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.decathlon.in/p/8648730/adult-cricket-shoe-cs-500-comfortable-flexible-blue-orange?id=8648730&type=p,2299,"5.5,6.5,8,8.5,9.5,10.5,11,12",Neutral ,Standard fit,Good cushioning, Hard ground,Lightweight & flexible,Suitable for batting,EVA midsole,Beginner to intermediate,
305,Adult Cricket Shoe CS 500 Durable & Supportive White Turquoise,Tarmak,,,India,Cricket,Men,3499,"5.5,6.5,7,8,8.5,9.5,10.5,11,12",White Turquoise,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.decathlon.in/p/8648728/adult-cricket-shoe-cs-500-durable-supportive-white-turquoise?id=8648728&type=p,2299,"5.5,8.5,9.5,10.5,11,12",Neutral ,Standard fit,Good cushioning, Hard ground,Lightweight & flexible,Suitable for batting, EVA midsole,Beginner to intermediate,
306,Adult Cricket Shoe CS 500 Secure Fit & Breathable Lime Grey,Tarmak,,,India,Cricket,Men,3499,"5.5,6.5,7,8,8.5,9.5,10.5,11,12",Lime Grey,Na,Na,Na,Na,Na,Na,https://www.myntra.com/sports-shoes/flx+by+decathlon/flx-by-decathlon-men-cs-500-cricket-shoes/28743838/buy?utm_source=dms_google&utm_medium=dms_pmax_cpc&utm_campaign=dms_google_pmax_cpc_Myntra_SOK_KPI_Traffic_New&keyword=&matchtype=&target=&placement=&gad_source=1&gad_campaignid=20418375772&gbraid=0AAAAADoxBh7TfyXIeuec9iEumevsUFE6a&gclid=CjwKCAjwo4rCBhAbEiwAxhJlCZInltdfHCbcdPXwm3t5wRLB6oCLz4iFVEueHoztxv93rrxRMmvdbxoCb_8QAvD_BwE,1574,6.5,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.decathlon.in/p/8648731/adult-cricket-shoe-cs-500-secure-fit-breathable-lime-grey?id=8648731&type=p,2299,"5.5,6.5,7,8,8.5,9.5,10.5,11,12",Neutral ,Standard fit,Good cushioning , Hard ground,Lightweight & flexible,Suitable for batting,EVA midsole,Beginner to intermediate,
307,Nivia Crick - 1000 2.0 Cricket Shoes,Nivia,,,India,Cricket,Men,2749,"6,7,8,9,10,11",WHITE UTICAL BLUE,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.niviasports.com/products/crick-1000-2-0,2549,"6,7,8,9,10,11",Neutral,Regula ,Ideal,turf pitches,Versatile,Suits all,Low-cut,Intermediate,
308,Nivia Crick - 1000 2.0 Cricket Shoes,Nivia,,,India,Cricket,Men,2749,"6,7,8,9,10,11",WHITE FLINT STONE,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.niviasports.com/products/crick-1000-2-0,2549,"6,7,8,9,10,11",Neutral,Regula ,Ideal,turf pitches,Versatile,Suits all,Low-cut,Intermediate,
309,Nivia Crick - 1000 2.0 Cricket Shoes,Nivia,,,India,Cricket,men,2749,"6,7,8,9,10,11",WHITE GULF COAST,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.niviasports.com/products/crick-1000-2-0,2549,"6,7,8,9,10,11",Neutral,Regula ,Ideal,turf pitches,Versatile,Suits all,Low-cut,Intermediate,
310,Nivia Crick-500 Cricket Shoes,Nivia,,,India,Cricket,Men,1549,"6,7,8,9,10",White Royal blue,https://www.amazon.in/Nivia-Crick-500-Cricket-Outsole-Synthetic/dp/B0CHMKJFGK?utm_source=chatgpt.com&th=1,1386,"6,7,8,9,10",https://www.flipkart.com/nivia-crick-500-cricket-shoes-men/p/itm4b93a09a06e4c?lid=LSTSHOGVG94STQTKA6ZJAFERZ&marketplace=FLIPKART&pid=SHOGVG94STQTKA6Z&utm_source=chatgpt.com,1849,10,,,,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.niviasports.com/products/crick-500,1849,"6,7,8,9,10",Neutral,Regular,Suitable,turf pitches,agile play;,batsmen,lace-up,beginners,
311,NIVIA CRICK-200 CRICKET SHOE,Nivia,,,India,Cricket,Men,1549,"5,6,7,8,9,10,11",White Red,https://www.amazon.in/Nivia-Crick-200-Cricket-Outsole-Synthetic/dp/B0CHM7VDSP?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&utm_source=chatgpt.com&th=1&psc=1,1084,"5,6,7,8,9,10,11",Na,Na,Na,https://www.myntra.com/sports-shoes/nivia/nivia-men-crick-200-cricket-shoes/24873080/buy,1084,"5,6,7,8,9,10,11",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.niviasports.com/products/crick-200,1549,"5,6,7,8,9,10,11",standard,Regular,Suitable,turf,dynamic,batsmen,Low-cut,intermediate,
312,Crick-1000 (Batting),Nivia,,,India,Cricket,Men,3049,"6,7,8,9,10",Aster Blue,Na,Na,Na,https://www.flipkart.com/nivia-crick-1000-batting-cricket-shoes-men/p/itm3ca62e9ff05bb?pid=SHOGGAS69GYHGYNV&lid=LSTSHOGGAS69GYHGYNVIRLQVI&marketplace=FLIPKART&sattr[]=color&st=color,2669,6.7.9.10,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.niviasports.com/products/crick-1000-batting-1187,2014,"6,7,8,9,10",Neutral,Regular,Ideal for players,turf,agile batting,batsmen,Low-cut,advanced players,
313,Crick-1000 (Batting),Nivia,,,India,Cricket,Men,3049,"6,7,8,9,10",Aster Red,Na,Na,Na,https://www.flipkart.com/nivia-crick-batting-cricket-shoes-men/p/itm24177ad4e1640?pid=SHOGF6EPKR7HNKYA&lid=LSTSHOGF6EPKR7HNKYAREHIF6&marketplace=FLIPKART&sattr[]=color&st=color,3314,"6,7,8,9,10",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.niviasports.com/products/crick-1000-batting-1187,2014,"6,7,8,9,10",Neutral,Regular,Ideal for players,turf,agile batting,batsmen,Low-cut,advanced players,
314,"Nivia Yorker 2.0 Cricket Shoes
",Nivia,,,India,Cricket,men,1399,"2,3,4,5,6,7,8,9,10,11",Blue Green,https://www.amazon.in/Nivia-Cricket-Synthetic-Leather-Sockliner/dp/B0DVPZ1TYH?ref_=ast_sto_dp&th=1&psc=1,999,"2,3,6,7,8,9,10",https://www.flipkart.com/nivia-yorker-2-0-cricket-shoes-men/p/itmeac3c7333b949?pid=SHOH92AM8P8FHFGH&lid=LSTSHOH92AM8P8FHFGHX9A7U0&marketplace=FLIPKART&sattr[]=color&st=color,1389,"5,6,7,8,9,10",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.niviasports.com/products/nivia-yorker-2-0-cricket-shoes,1399,"2,3,4,8,9",Neutral,Regular ,Suitable,turf pitches,fast-paced play,Versatile,Low-cut,Ideal,
323,VECTOR X Ranger 7.0 Power Cushion Rubber Outsole Synthetic Mesh Badminton Shoes for Men Lightweight & Comfortable,Vector X,,,India,Badminton,men,2899,"5,6,7,8,9,10,11",Black-Green,https://www.amazon.in/Synthetic-Badminton-Lightweight-Comfortable-Navy-Green/dp/B0DPCMS6XN?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&smid=AXOGFIT0PZZ7G&utm_source=chatgpt.com&th=1&psc=1,959,7,https://www.flipkart.com/vector-x-ranger-7-0-court-shoes-power-cusion-synthetic-mesh-upper-crepe-rubber-outsole-badminton-men/p/itm0a62be71e6b72?pid=SHOH35T3EXDPEHRT&lid=LSTSHOH35T3EXDPEHRTDA2DI4&marketplace=FLIPKART&utm_source=chatgpt.com,959,"8,11",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://vector-x.com/products/vector-x-ranger-7-0-power-cushion-rubber-outsole-synthetic-mesh-badminton-shoes-for-men-lightweight-comfortable-white-red-11,2609,"5,6,7,8,9,10,11",Neutral,Regular fit,Suitable,indoor court,agile play,badminton players,Low-cut,intermediate,
324,VECTOR X Ranger 7.0 Power Cushion Rubber Outsole Synthetic Mesh Badminton Shoes for Men Lightweight & Comfortable,Vector X,,,India,Badminton,men,2899,"5,6,7,8,9,10,11",Navy-Green,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://vector-x.com/products/vector-x-ranger-7-0-power-cushion-rubber-outsole-synthetic-mesh-badminton-shoes-for-men-lightweight-comfortable-white-red-11?variant=44539395571909,2609,"5,6,7,8,9,10,11",Neutral,Regular fit,Suitable,indoor court,agile play,badminton players,Low-cut,intermediate,
325,VECTOR X Ranger 7.0 Power Cushion Rubber Outsole Synthetic Mesh Badminton Shoes for Men Lightweight & Comfortable,Vector X,,,India,Badminton,men,2899,"5,6,7,8,9,10,11",White Red,"VECTOR X Ranger 7.0 Power Cushion Rubber Outsole Synthetic Mesh Badminton Shoes for Men Lightweight & Comfortable (Navy-Green, 9) : Amazon.in: Shoes & Handbags",965,11,https://www.flipkart.com/vector-x-ranger-court-shoes-power-cusion-synthetic-mesh-upper-crepe-rubber-outsole-badminton-men/p/itm1b05d0fb95a1a?pid=SHOHCGSZSKS6DCSA&lid=LSTSHOHCGSZSKS6DCSAV8QUJM&marketplace=FLIPKART&sattr[]=color&st=color,2499,6,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://vector-x.com/products/vector-x-ranger-7-0-power-cushion-rubber-outsole-synthetic-mesh-badminton-shoes-for-men-lightweight-comfortable-white-red-11?variant=44539395604677,2609,"5,6,7,8,9,10,11",Neutral,Regular fit,Suitable,indoor court,agile play,badminton players,Low-cut,intermediate,
326,VECTOR X Mettalica Badminton Shoes For Men,Vector X,,,India,Badminton,Men,2499,"6,7,8,9,10,11",Black blue,Na,Na,Na,https://www.flipkart.com/vector-x-mettalica-badminton-shoes-men/p/itm2d5fd811dc064?utm_source=chatgpt.com,1551,"5,6,7,9",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://vector-x.com/products/vector-x-mettalica-badminton-shoes-for-men-blk-red,2249,"6,7,8,910,11",Neutral,Regular,Suitable,indoor badminton,agile play,Versatile,Low-cut,intermediate,
327,VECTOR X Mettalica Badminton Shoes For Men,Vector X,,,India,Badminton,Men,2499,"6,7,8,9,10,11",Red Black,Na,Na,Na,https://www.flipkart.com/vector-x-mettalica-breathable-mesh-upper-tpu-film-eva-rubber-sole-badminton-shoes-men/p/itm34a5b7875aa2a?pid=SHOGM5NFMNWNGMQQ&lid=LSTSHOGM5NFMNWNGMQQROQQ6A&marketplace=FLIPKART&sattr[]=color&st=color,1551,"5,6,7,8,10,11",,,,,,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://vector-x.com/products/vector-x-mettalica-badminton-shoes-for-men-blk-red?variant=44539394392261,2249,"6,7,8,910,11",Neutral,Regular,Suitable,indoor badminton,agile play,Versatile,Low-cut,intermediate,
328,VECTOR X Cs-2100 Badminton Shoes For Men,Vector X,,,India,Badminton,men,1399,"5,6,7,8,9,10,11",Black Gold,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://vector-x.com/products/vector-x-cs-2100-badminton-shoes-for-men-white-black,1125,"5,6,7,8,910,11",standard arches.,average widths.,comfort.,Indoor,Agile,Versatile,synthetic leather,Intermediate,
329,VECTOR X Cs-2100 Badminton Shoes For Men,Vector X,,,India,Badminton,Men,1399,"5,6,7,8,9,10,11",Blue Orange,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://vector-x.com/products/vector-x-cs-2100-badminton-shoes-for-men-white-black?variant=44539391803589,1125,"5,6,7,8,910,11",standard arches.,average widths.,comfort.,Indoor,Agile,Versatile,synthetic leather,Intermediate,
330,VECTOR X Cs-2100 Badminton Shoes For Men,Vector X,,,India,Badminton,Men,1399,"5,6,7,8,9,10,11",Red Green,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://vector-x.com/products/vector-x-cs-2100-badminton-shoes-for-men-white-black?variant=44539448524997,1125,"5,6,7,8,910,11",standard arches.,average widths.,comfort.,Indoor,Agile,Versatile,synthetic leather,Intermediate,
331,VECTOR X Cs-2100 Badminton Shoes For Men,Vector X,,,India,Badminton,Men,1399,"5,6,7,8,9,10,11",wHITE Black,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://vector-x.com/products/vector-x-cs-2100-badminton-shoes-for-men-white-black?variant=44539391836357,1125,"5,6,7,8,910,11", standard arche,average widths.,comfort.,Indoor,Agile,Versatile,synthetic leather,Intermediate,
332,VECTOR X ULTIMAX Badminton Shoes For Men,Vector X,,,India,Badminton,Men,1699,"5,6,7,8,9,10,11",Black Green,Na,Na,Na,https://www.flipkart.com/vector-x-ultimax-running-shoes-men/p/itmc43ff515b7f73?utm_source=chatgpt.com,965,"6,7,8,10",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://vector-x.com/products/vector-x-ultimax-badminton-shoes-for-men-white-blue,1529,"5,6,7,8,10,11",standard,Regular fit,Suitable,Indoor,Dynamic,Versatile,lace-up,Intermediate,
333,VECTOR X ULTIMAX Badminton Shoes For Men,Vector X,,,India,Badminton,Men,1699,"5,6,7,8,9,10,11",white blue,Na,Na,Na,https://www.flipkart.com/vector-x-ultimax-synthetic-leather-breathable-mesh-creep-rubber-sole-badminton-shoes-men/p/itm515242bd7156e?pid=SHOGU3AG8QBNGCNH&lid=LSTSHOGU3AG8QBNGCNHSRMWRT&marketplace=FLIPKART&sattr[]=color&st=color,965,"6,7,8,10",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://vector-x.com/products/vector-x-ultimax-badminton-shoes-for-men-white-blue?variant=44539391410373,1529,"5,6,7,8,10,11",standard,Regular fit,Suitable,Indoor,Dynamic,Versatile,lace-up,Intermediate,
334,"VECTOR X Ranger Badminton Shoes For Men (White,Red)",Vector X,,,India,Badminton,Men,2499,"5,6,7,8,9,10,11",Black Green,Na,Na,Na,https://www.flipkart.com/vector-x-ranger-badminton-shoes-men/p/itmd27e7de50bfc7?utm_source=chatgpt.com,965,"5,9",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://vector-x.com/products/vector-x-ranger-badminton-shoes-for-men-white-red,1249,"5,6,7,8,10,11",standard arches.,Regular,Suitable,Indoor,Fast,All-around,breathable mesh,Beginner,
335,"VECTOR X Ranger Badminton Shoes For Men (White,Red)",Vector X,,,India,Badminton,Men,2499,"5,6,7,8,9,10,11",Navy Green,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://vector-x.com/products/vector-x-ranger-badminton-shoes-for-men-white-red?variant=44539390722245,1249,"5,6,7,8,9,10,11",standard arches.,Regular,Suitable,Indoor,Fast,All-around,breathable mesh,Beginner,
336,"VECTOR X Ranger Badminton Shoes For Men (White,Red)",Vector X,,,India,Badminton,Men,2499,"5,6,7,8,9,10,11",White-Red,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://vector-x.com/products/vector-x-ranger-badminton-shoes-for-men-white-red?variant=44539390755013,1249,"5,6,7,8,9,10,11",standard arches.,Regular,Suitable,Indoor,Fast,All-around,breathable mesh,Beginner,
337,Ultra Max, Li-Ning,,,India,Badminton,Men,5590,"1,2,3,4,5,6,7,8,9,10,11,12",navy lime,,,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://in.lining.studio/product/ultra-ma?1073=4708&1074=4716&,4490,1,Neutral,Regular,Suits players,Indoo,Explosive,aggressive players,Mid-cut,professional,
338,Ultra Max, Li-Ning,,,India,Badminton,Men,5590,"1,2,3,4,5,6,7,8,9,10,11,12",navy Orange,,,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://in.lining.studio/product/ultra-ma?1073=4708&1074=4716&,4490,11,Neutral,Regular,Suits players,Indoo,Explosive,aggressive players,Mid-cut,professional,
